Network,DB,Interpreter,Logging,Data Structure,i18n,Setup,Microservices,Test,IO,UI,App,IssueNumber_dc,IssueText,IssueTitle
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7304,upon import entri new entri show immedi entri tablejabref eca dd linux fc x amd java new phenomenon case age bug useabl librari thousand entri ad import entri order column chang step reproduc behavior sort entri tabl accord column often sort timestamp import bibtex entri result newli import entri somewher entri tabl visibl immedi tabl,"Upon import of entry, new entry does not show up immediately in the entry table"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304,upon import entri new entri show immedi entri tablejabref eca dd linux fc x amd java new phenomenon case age bug useabl librari thousand entri ad import entri order column chang step reproduc behavior sort entri tabl accord column often sort timestamp import bibtex entri result newli import entri somewher entri tabl visibl immedi tabl,"Upon import of entry, new entry does not show up immediately in the entry table"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7307,automat hide librari modifi anoth program pleas use issu tracker bug report smaller suggest improv request complet new featur question general feedback handl http discours thank descript edit bib file save commit chang local git branch rebas local branch onto anoth branch chang bib file success rebas get librari modifi anoth program dismiss review chang even though instantan work rebas bib file describ solut youd like hide popup notic file disk rebas addit context use case edit bib file offlin use git sync overleaf write paper onlin,"Automatic hiding of ""The library has been modified by another program"" when it is again the same as before"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7307,automat hide librari modifi anoth program pleas use issu tracker bug report smaller suggest improv request complet new featur question general feedback handl http discours thank descript edit bib file save commit chang local git branch rebas local branch onto anoth branch chang bib file success rebas get librari modifi anoth program dismiss review chang even though instantan work rebas bib file describ solut youd like hide popup notic file disk rebas addit context use case edit bib file offlin use git sync overleaf write paper onlin,"Automatic hiding of ""The library has been modified by another program"" when it is again the same as before"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7313,move copi pdf file entri without renam drag drop origin post discours move copi pdf file entri without renam use version x could drag drop pdf file entri interest move pdf file file folder link entri simultan version lost capabl suggest assign modifi key work achiev move copi without renam follow exampl copi renam ctrl copi without renam shift ctrl move renam key move without renam shift link alt pleas read detail entri editor explain combin modifi key work follow window case move ctrl copi shift drag key link alt version window happen differ form aforement info actual go follow copi renam ctrl move renam shift key link alt find combin achiev move without renam ctrl shift modifi function interchang link site import move copi function renam file saw function shift key redund would suggest chang shift move without renam ctrl shift copi without renam would appreci consid modif new version thank masa, Move/copy a PDF file for an entry WITHOUT renaming (drag and drop)
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7313,move copi pdf file entri without renam drag drop origin post discours move copi pdf file entri without renam use version x could drag drop pdf file entri interest move pdf file file folder link entri simultan version lost capabl suggest assign modifi key work achiev move copi without renam follow exampl copi renam ctrl copi without renam shift ctrl move renam key move without renam shift link alt pleas read detail entri editor explain combin modifi key work follow window case move ctrl copi shift drag key link alt version window happen differ form aforement info actual go follow copi renam ctrl move renam shift key link alt find combin achiev move without renam ctrl shift modifi function interchang link site import move copi function renam file saw function shift key redund would suggest chang shift move without renam ctrl shift copi without renam would appreci consid modif new version thank masa, Move/copy a PDF file for an entry WITHOUT renaming (drag and drop)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7325,assign group color group entri mark open librari exist group old version select group edit group color grafik user imag githubusercont dd eb efb c png dialog chang group method appear grafik user imag githubusercont e f eb cda fde png click ok group unselect maintabl chang click group correct number entri display group color shown grafik user imag githubusercont eb b bc c png anoth experi entri got group color question dialog chang group method appear none entri mark color,"When assigning a group color to a group, not all entries are marked"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7341,rememb locat earlier posit window displaysrun linux fedora wayland e f linux fc x amd java javafx use sever monitor frustrat forget locat move start anew solut rememb locat,remember location of earlier position of jabref window on displays
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7341,rememb locat earlier posit window displaysrun linux fedora wayland e f linux fc x amd java javafx use sever monitor frustrat forget locat move start anew solut rememb locat,remember location of earlier position of jabref window on displays
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7365,add option creat desktop icon window installersummari window automat instal desktop icon instal provis allow user creat icon origin post jorgman issu issuecom note icon current creat user public desktop administr permiss instal propos add checkbox control option window instal enabl check default checkbox disabl creat desktop icon consider administr permiss share instal instal icon public desktop standard user permiss non share instal instal icon userprofil desktop,"Add option to ""Create desktop icon"" to Windows installer"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7365,add option creat desktop icon window installersummari window automat instal desktop icon instal provis allow user creat icon origin post jorgman issu issuecom note icon current creat user public desktop administr permiss instal propos add checkbox control option window instal enabl check default checkbox disabl creat desktop icon consider administr permiss share instal instal icon public desktop standard user permiss non share instal instal icon userprofil desktop,"Add option to ""Create desktop icon"" to Windows installer"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7376,app crash interact search bar note pleas use issu tracker bug report featur request question general feedback handl http discours thank window amd java pleas alway test bug still reproduc latest develop version constant improv bug alreadi fix download develop version http build master pleas make backup librari tri version alreadi use develop version ensur use latest x mandatori test latest develop version http build master problem persist step reproduc behavior copi text think enrich text e format past search bar that crash step avoid behavior copi text think enrich text e format past somewher text format copi past search bar furthermor manual press search button search instead press intro keyboard hope report well explain thank log file past excerpt log file here,App crashes with some interactions with search bar
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7392,bug attach deletionjabref b linux el x amd java step reproduc attach file record select anoth record press delet key delet delet warn window show inform attach file record screenshot user imag githubusercont f cd c eb b bf c png,A bug about the attachment and the deletion
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7392,bug attach deletionjabref b linux el x amd java step reproduc attach file record select anoth record press delet key delet delet warn window show inform attach file record screenshot user imag githubusercont f cd c eb b bf c png,A bug about the attachment and the deletion
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7423,improv search interfaceth search ui interfac need attent current author auto complet live broken useless propos would add proper flyout seen applic e g onenot outlook particular like follow imag imag ctfasset net dkgr j jrom luapfptouksgm vapd b f e df f bf aeb e fs omnisearch svg www fullstori platform see help fullstori hc en us articl get acquaint omnisearch,Improve search interface
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7423,improv search interfaceth search ui interfac need attent current author auto complet live broken useless propos would add proper flyout seen applic e g onenot outlook particular like follow imag imag ctfasset net dkgr j jrom luapfptouksgm vapd b f e df f bf aeb e fs omnisearch svg www fullstori platform see help fullstori hc en us articl get acquaint omnisearch,Improve search interface
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7442,group tag sudden lostjabref window amd java hi discov group ive creat mani mani hour manual work disappear havent use much updat cannot say sure whether issu must relat updat group tag mani group base keyword explicit select free search express there group left bibtex file group keyword use honest im realli angri moment im use fun realli need work cannot wast much time recreat tag group etc month ago similar problem read status got lost arbitrarili moment ive trust jabref reliabl anymor thank advanc best regard,All groups and tags suddenly lost
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7442,group tag sudden lostjabref window amd java hi discov group ive creat mani mani hour manual work disappear havent use much updat cannot say sure whether issu must relat updat group tag mani group base keyword explicit select free search express there group left bibtex file group keyword use honest im realli angri moment im use fun realli need work cannot wast much time recreat tag group etc month ago similar problem read status got lost arbitrarili moment ive trust jabref reliabl anymor thank advanc best regard,All groups and tags suddenly lost
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7450,entri select select ctrl k address select entri note pleas use issu tracker bug report featur request question general feedback handl http discours thank linux fc x amd java javafx pleas alway test bug still reproduc latest develop version constant improv bug alreadi fix download develop version http build master pleas make backup librari tri version alreadi use develop version ensur use latest x mandatori test latest develop version http build master problem persist know reproduc happen repeat select entri x edit search anoth entri press ctrl k would expect bibtex key get copi clipboard x alway happen way experienc often,"entry selected, not selected? Ctrl+K does not address selected entry"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7450,entri select select ctrl k address select entri note pleas use issu tracker bug report featur request question general feedback handl http discours thank linux fc x amd java javafx pleas alway test bug still reproduc latest develop version constant improv bug alreadi fix download develop version http build master pleas make backup librari tri version alreadi use develop version ensur use latest x mandatori test latest develop version http build master problem persist know reproduc happen repeat select entri x edit search anoth entri press ctrl k would expect bibtex key get copi clipboard x alway happen way experienc often,"entry selected, not selected? Ctrl+K does not address selected entry"
